# offset: 8824.8 
1 1 -10.0 
2 2 60.0 
3 3 120.0 
4 4 25.0 
5 5 50.0 
6 6 -1200.0 
7 7 60.0 
8 8 100.0 
9 9 50.0 
10 10 -60.0 
11 11 50.0 
12 12 100.0 
13 13 25.0 
14 14 240.0 
15 15 75.0 
16 16 -120.0 
17 17 30.0 
18 18 240.0 
19 19 -600.0 
21 21 -60.0 
22 22 30.0 
23 23 -60.0 
24 24 100.0 
25 25 -15.0 
26 26 -120.0 
27 27 -1200.0 
28 28 50.0 
29 29 -90.0 
30 30 100.0 
31 31 75.0 
33 33 75.0 
34 34 25.0 
35 35 60.0 
36 36 5.050000000000001 
37 37 -5.0 
38 38 30.0 
39 39 20.200000000000003 
40 40 75.0 
41 41 240.0 
42 42 100.0 
43 43 100.0 
44 44 75.0 
45 45 390.0 
46 46 90.0 
47 47 75.0 
48 48 -120.0 
49 49 390.0 
50 50 100.0 
51 51 90.0 
52 52 390.0 
53 53 25.0 
54 54 75.0 
55 55 390.0 
56 56 75.0 
57 57 15.150000000000006 
58 58 30.0 
59 59 -99.8 
60 60 -30.0 
61 61 25.0 
62 62 90.0 
63 63 75.0 
64 64 50.0 
66 66 -90.0 
67 67 100.0 
68 68 75.0 
69 69 50.0 
70 70 60.0 
71 71 -49.9 
72 72 50.0 
73 73 120.0 
74 74 30.0 
75 75 390.0 
76 76 50.0 
77 77 25.0 
78 78 75.0 
79 79 -24.95 
80 80 25.0 
81 81 120.0 
82 82 60.0 
83 83 -30.0 
84 84 50.0 
85 85 -600.0 
87 87 120.0 
88 88 25.0 
89 89 30.0 
90 90 120.0 
91 91 -20.0 
92 92 390.0 
93 93 100.0 
94 94 -74.85 
95 95 50.0 
97 97 30.0 
98 98 60.0 
99 99 120.0 
100 100 120.0 
101 101 50.0 
102 102 -30.0 
103 103 120.0 
104 104 240.0 
105 105 25.0 
107 107 240.0 
108 108 100.0 
109 109 240.0 
110 110 60.0 
111 111 100.0 
113 113 -90.0 
114 114 10.100000000000001 
115 115 30.0 
116 116 60.0 
117 117 120.0 
119 119 60.0 
120 120 30.0 
121 121 25.0 
122 122 25.0 
1 7 -10.0 
1 25 30.0 
1 27 100.0 
1 51 -15.0 
1 58 -5.0 
1 62 -15.0 
1 74 -5.0 
1 91 40.0 
1 100 -20.0 
1 103 -20.0 
1 110 -10.0 
2 1 -10.0 
2 7 10.0 
2 25 -15.0 
2 27 -100.0 
2 37 -5.0 
2 45 65.0 
2 51 15.0 
2 74 5.0 
2 91 -20.0 
2 99 20.0 
2 100 20.0 
2 109 40.0 
3 14 80.0 
3 19 -200.0 
3 23 -20.0 
3 26 -40.0 
3 29 -30.0 
3 36 10.0 
3 39 40.0 
3 57 30.0 
3 83 -10.0 
3 92 130.0 
3 114 20.0 
4 1 5.0 
4 9 5.0 
4 25 7.5 
4 33 7.5 
4 37 2.5 
4 58 -2.5 
4 62 -7.5 
4 67 10.0 
4 91 10.0 
4 103 -10.0 
