# offset: 6471126.1000000015 
1 1 15840.0 
2 2 800.0 
3 3 780.0 
4 4 92.5 
5 5 1600.0 
6 6 2580.0 
7 7 -11750.0 
8 8 95.0 
9 9 990.0 
10 10 1560.0 
11 11 3360.0 
12 12 920.0 
13 13 900.0 
14 14 1880.0 
15 15 3040.0 
16 16 1760.0 
17 17 2775.0 
18 18 225.0 
19 19 1560.0 
20 20 102.5 
21 21 2280.0 
22 22 390.0 
23 23 2580.0 
24 24 3120.0 
25 25 500.0 
26 26 900.0 
27 27 130.0 
28 28 740.0 
29 29 -10215.0 
30 30 740.0 
31 31 1840.0 
32 32 200.0 
33 33 1760.0 
34 34 110.0 
35 35 740.0 
36 36 1600.0 
37 37 3280.0 
38 38 820.0 
39 39 170.0 
40 40 11902.6125 
41 41 740.0 
42 42 1720.0 
43 43 920.0 
44 44 2700.0 
45 45 140.0 
46 46 1600.0 
47 47 170.0 
48 48 390.0 
49 49 235.0 
50 50 3280.0 
51 51 85.0 
52 52 360.0 
53 53 400.0 
54 54 -19800.0 
55 55 105.0 
56 56 102.5 
57 57 3280.0 
58 58 7840.0 
59 59 245.0 
60 60 3120.0 
61 61 200.0 
62 62 400.0 
63 63 100.0 
64 64 -9500.0 
65 65 1280.0 
66 66 1760.0 
67 67 2730.0 
68 68 -6500.0 
69 69 100.0 
70 70 150.0 
71 71 470.0 
72 72 87.5 
73 73 1480.0 
74 74 5270.0 
75 75 480.0 
76 76 125.0 
77 77 3280.0 
78 78 115.0 
79 79 100.0 
80 80 92.5 
81 81 2665.0 
82 82 920.0 
83 83 2640.0 
84 84 -1750.0 
85 85 2580.0 
86 86 10360.1 
87 87 3440.0 
88 88 540.0 
89 89 -767.5 
90 90 800.0 
91 91 3440.0 
92 92 265.0 
93 93 440.0 
94 94 2530.0 
95 95 1760.0 
96 96 -17200.0 
97 97 67.5 
98 98 190.0 
99 99 4080.0 
100 100 1560.0 
101 101 50.0 
102 102 3440.0 
103 103 220.0 
104 104 3600.0 
105 105 225.0 
106 106 500.0 
107 107 800.0 
108 108 500.0 
109 109 220.0 
110 110 2755.0 
111 111 -6125.0 
112 112 1760.0 
113 113 900.0 
114 114 20400.0 
115 115 9800.1 
116 116 2205.0 
117 117 47.5 
118 118 380.0 
119 119 400.0 
120 120 100.0 
121 121 2755.0 
122 122 2125.0 
123 123 2700.0 
124 124 230.0 
125 125 3100.0 
126 126 -5375.0 
127 127 107.5 
128 128 205.0 
129 129 200.0 
130 130 2730.0 
131 131 -2135.0 
132 132 -11835.0 
133 133 900.0 
134 134 2720.0 
135 135 440.0 
136 136 2000.0 
137 137 1160.0 
138 138 860.0 
139 139 -4875.0 
140 140 820.0 
141 141 2415.0 
142 142 3920.0 
143 143 1195.0125 
144 144 1240.0 
145 145 -8500.0 
146 146 200.0 
147 147 200.0 
148 148 1880.0 
149 149 100.0 
150 150 1615.0 
151 151 95.0 
152 152 820.0 
