# offset: 170.5 
1 1 2.5 
2 2 5.0 
3 3 -7.5 
4 4 -5.0 
5 5 8.0 
6 6 2.5 
8 8 10.0 
9 9 2.5 
10 10 20.0 
11 11 10.0 
12 12 2.5 
13 13 -50.0 
14 14 5.0 
15 15 2.5 
16 16 10.0 
17 17 -2.0 
18 18 2.5 
19 19 -25.0 
20 20 2.5 
1 4 -2.5 
1 7 2.5 
2 4 -2.5 
2 8 5.0 
2 14 2.5 
2 16 5.0 
2 19 -12.5 
3 5 -2.5 
3 13 12.5 
3 14 -2.5 
4 5 -2.5 
4 7 -2.5 
4 14 -2.5 
4 19 12.5 
5 13 -12.5 
6 3 2.5 
6 14 -2.5 
8 4 -5.0 
8 14 5.0 
8 16 10.0 
8 19 -25.0 
9 17 -2.5 
9 21 2.5 
10 3 -5.0 
10 5 5.0 
10 13 -25.0 
11 3 -2.5 
11 5 2.5 
11 10 5.0 
11 13 -12.5 
12 14 2.5 
12 21 -2.5 
14 19 -12.5 
15 7 -2.5 
16 4 -5.0 
16 14 5.0 
16 19 -25.0 
18 7 -2.5 
18 15 2.5 
19 13 2.5 
20 4 2.5 
20 5 -2.5 
21 14 -2.5 
21 17 -2.5 
