# offset: 34359.4 
1 1 50.0 
2 2 60.0 
3 3 -180.0 
4 4 50.0 
5 5 120.0 
6 6 400.0 
7 7 100.0 
8 8 25.0 
9 9 27.5 
10 10 130.0 
11 11 520.0 
12 12 480.0 
13 13 55.0 
14 14 65.0 
15 15 -90.0 
16 16 100.0 
17 17 65.05 
18 18 75.0 
19 19 480.0 
20 20 32.5 
21 21 -840.0 
22 22 130.0 
23 23 120.0 
24 24 25.0 
26 26 50.0 
27 27 110.0 
29 29 -75.0 
30 30 50.0 
32 32 520.0 
34 34 -150.0 
35 35 -980.0 
36 36 150.0 
37 37 100.0 
38 38 520.0 
39 39 65.0 
40 40 75.05 
41 41 50.0 
42 42 25.0 
43 43 25.0 
44 44 195.15 
45 45 25.0 
46 46 25.0 
47 47 100.0 
48 48 65.05 
49 49 30.0 
50 50 150.0 
51 51 10.05 
53 53 75.0 
54 54 50.0 
55 55 -770.0 
56 56 25.0 
57 57 -160.0 
58 58 80.0 
59 59 105.0 
60 60 20.1 
61 61 -980.0 
62 62 50.0 
63 63 440.0 
64 64 320.0 
65 65 30.150000000000006 
66 66 200.0 
67 67 400.0 
68 68 30.0 
69 69 32.5 
70 70 260.2 
71 71 100.0 
72 72 50.0 
73 73 -50.0 
74 74 -840.0 
75 75 50.0 
76 76 50.0 
77 77 100.0 
78 78 25.0 
79 79 150.1 
80 80 130.0 
81 81 130.0 
82 82 -30.0 
83 83 -770.0 
84 84 520.0 
85 85 -180.0 
86 86 -90.0 
87 87 140.0 
88 88 260.0 
89 89 560.0 
90 90 240.0 
91 91 60.0 
93 93 225.15 
94 94 280.0 
95 95 -1680.0 
96 96 -700.0 
97 97 -770.0 
98 98 150.0 
99 99 150.0 
100 100 165.0 
101 101 -100.0 
102 102 70.0 
103 103 120.0 
104 104 100.0 
105 105 40.19999999999999 
106 106 -75.0 
107 107 75.0 
108 108 100.0 
109 109 75.0 
110 110 50.0 
111 111 50.0 
112 112 70.0 
113 113 130.1 
114 114 30.0 
115 115 130.0 
116 116 220.0 
117 117 25.0 
118 118 50.0 
119 119 75.0 
120 120 105.0 
121 121 175.0 
122 122 -300.0 
123 123 440.0 
124 124 480.0 
125 125 25.0 
126 126 100.0 
127 127 50.0 
128 128 -140.0 
129 129 -90.0 
130 130 260.2 
131 131 25.0 
132 132 30.0 
133 133 120.0 
135 135 -120.0 
136 136 165.0 
137 137 25.0 
138 138 120.0 
139 139 55.0 
140 140 25.0 
141 141 240.0 
142 142 50.0 
143 143 90.0 
144 144 480.0 
145 145 100.0 
146 146 240.0 
147 147 100.0 
148 148 75.0 
149 149 200.0 
150 150 -700.0 
151 151 27.5 
152 152 60.0 
153 153 -910.0 
154 154 240.0 
155 155 130.0 
156 156 75.0 
157 157 260.0 
158 158 75.0 
159 159 75.0 
160 160 100.0 
161 161 260.0 
162 162 110.0 
163 163 30.0 
164 164 55.0 
165 165 -35.0 
166 166 -270.0 
167 167 100.0 
168 168 -70.0 
169 169 280.0 
170 170 75.0 
171 171 195.15 
172 172 50.0 
173 173 100.0 
174 174 -1680.0 
175 175 -360.0 
176 176 440.0 
177 177 30.0 
178 178 32.5 
179 179 100.0 
180 180 30.0 
181 181 -15.0 
182 182 50.0 
183 183 140.0 
184 184 75.0 
185 185 75.0 
186 186 120.0 
187 187 55.0 
188 188 165.0 
189 189 -770.0 
190 190 32.5 
191 191 30.0 
192 192 -910.0 
193 193 60.0 
194 194 25.0 
195 195 220.0 
196 196 25.0 
197 197 100.0 
198 198 75.0 
199 199 75.0 
200 200 25.0 
201 201 -25.0 
202 202 -225.0 
203 203 25.0 
204 204 160.0 
205 205 100.0 
206 206 175.0 
207 207 25.0 
208 208 60.0 
209 209 35.0 
210 210 150.0 
211 211 220.0 
212 212 25.0 
213 213 50.0 
214 214 90.0 
215 215 50.0 
216 216 -10.0 
217 217 60.0 
218 218 100.0 
219 219 25.0 
220 220 480.0 
221 221 -320.0 
222 222 220.0 
223 223 240.0 
224 224 130.1 
225 225 440.0 
226 226 27.5 
227 227 240.0 
228 228 75.0 
229 229 60.0 
230 230 100.0 
231 231 35.0 
232 232 150.0 
233 233 110.0 
234 234 100.0 
235 235 50.0 
236 236 60.0 
237 237 -910.0 
239 239 120.0 
240 240 25.0 
241 241 -910.0 
242 242 480.0 
243 243 120.0 
244 244 110.0 
245 245 240.0 
246 246 260.0 
247 247 -20.0 
248 248 130.0 
249 249 -105.0 
250 250 27.5 
251 251 -80.0 
252 252 165.0 
253 253 -5.0 
254 254 560.0 
255 255 75.0 
